product_category,total_orders,detractors,pct_detractors,avg_year
"['AUS Manchester - Blankets & Throws,AUS Manchester - Blankets & Throws,AUS Manchester - Home - Cushions,AUS Manchester - Blankets & Throws,AUS Manchester - Blankets & Throws,AUS Manchester - Blankets & Throws,AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions,AUS Rugs - Rugs,AUS Rugs - Rugs,AUS Manchester - Home - Cushions,AUS Manchester - Blankets & Throws,AUS S&O - Shoe Racks & Cabinets,AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions,AUS Rugs - Rugs,AUS Rugs - Rugs,AUS Manchester - Home - Dining & Table Linens,AUS Rugs - Rugs,AUS Manchester - Blankets & Throws,AUS Kitchenware - [Home] Cleaning Solutions']",1,0,0.0,2019.0
"['AUS S&O - Shoe Racks & Cabinets,AUS Furniture - Bedroom - Wardrobes,AUS Furniture - Bedroom - Bedside Tables']",1,0,0.0,2019.0
"['AUS Lighting - Lamp Shades,AUS Rugs - Rugs']",3,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS Rugs - Rugs,AUS Office - Office Chairs']",4,1,25.0,2020.0
"['AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers,AUS Furniture - Bedroom - Beds']",2,0,0.0,2020.0
"['AUS Manchester - Home - Cushions,AUS Home Décor - Artificial Plants & Flowers']",2,1,50.0,2020.0
"['AUS Furniture - Occasional - Coffee Tables,AUS Rugs - Rugs,AUS Furniture - Dining - Buffets & Sideboards,AUS Furniture - Entertainment - TV Units,AUS Furniture - Occasional - Coffee Tables,AUS Rugs - Rugs']",1,0,0.0,2020.0
"['AUS Home Décor - Statues & Ornaments,AUS Home Décor - Statues & Ornaments,AUS Home Décor - Statues & Ornaments,AUS Kids - Toys,AUS Kids - Toys,AUS Kids - Toys,AUS Home Décor - Statues & Ornaments']",1,0,0.0,2020.0
"['AUS Dinnerware - Plates & Bowls,AUS Dinnerware - Serving Pieces,AUS Dinnerware - Serving Pieces']",1,0,0.0,2020.0
"['AUS Manchester - Mattress Protectors & Accessories,AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers']",1,0,0.0,2020.0
"['AUS Manchester - Bed Sheets,AUS Manchester - Bed Sheets,AUS S&O - Kitchen - Food Storage and Organisation,AUS Kitchenware - [Cooking] Utensils,AUS Kitchenware - [Cooking] Frying Pans']",1,0,0.0,2020.0
"['AUS Rugs - Doormats,AUS Furniture - Kitchen - Kitchen Islands & Chopping Blocks']",2,0,0.0,2020.0
"['AUS S&O - Rubbish Bins,AUS Outdoor - BBQs & Accessories,AUS Outdoor - BBQs & Accessories']",1,1,100.0,2020.0
"['AUS Lighting - Indoor - Lamps,AUS Furniture - Bedroom - Bedside Tables,AUS Rugs - Rugs']",2,1,50.0,2020.0
"['AUS Lighting - Indoor - Ceiling Fixtures,AUS Furniture - Bedroom - Bedheads']",1,0,0.0,2018.0
"['AUS Lighting - Indoor - Ceiling Fixtures,AUS Lighting - Indoor - Ceiling Fixtures,AUS Lighting - Indoor - Ceiling Fixtures,AUS Lighting - Indoor - Ceiling Fixtures,AUS Lighting - Indoor - Ceiling Fixtures,AUS Lighting - Indoor - Ceiling Fixtures']",3,0,0.0,2019.0
"['AUS Furniture - Bar Tables & Bar Table Sets,AUS Rugs - Rugs']",1,0,0.0,2019.0
"['AUS Home Décor - Mirrors,AUS Kids - S&O - Toy Boxes & Kids Storage Units,AUS Kids - S&O - Toy Boxes & Kids Storage Units']",1,0,0.0,2019.0
"['AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions,AUS Furniture - Dining - Dining Sets']",1,0,0.0,2019.0
"['AUS Furniture - Bedroom - Bedside Tables,AUS Home Décor - Wall Art,AUS Home Décor - Wall Accents']",1,0,0.0,2019.0
"['AUS Manchester - Bed Sheets,AUS Manchester - Quilts,AUS Manchester - Blankets & Throws']",1,0,0.0,2019.0
"['AUS Home Décor - Clocks,AUS Pet - [Dog & Cat] Pet Beds & Blankets']",1,0,0.0,2019.0
"['AUS Lighting - Indoor - Wall Lighting,AUS Lighting - Indoor - Wall Lighting,AUS Lighting - Indoor - Ceiling Fixtures,AUS Lighting - Indoor - Lamps,AUS Rugs - Doormats,AUS Lighting - Indoor - Ceiling Fixtures,AUS Lighting - Indoor - Wall Lighting,AUS Lighting - Indoor - Wall Lighting']",1,0,0.0,2019.0
"['AUS Dinnerware - Plates & Bowls,AUS Dinnerware - Plates & Bowls,AUS Dinnerware - Plates & Bowls,AUS Dinnerware - Plates & Bowls,AUS Dinnerware - Plates & Bowls,AUS Dinnerware - Drinkware - Glasses,AUS Dinnerware - Plates & Bowls,AUS Dinnerware - Plates & Bowls,AUS Dinnerware - Plates & Bowls']",1,1,100.0,2020.0
"['AUS Kitchenware - [Home] Napkin/Paper Towel Holders,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Manchester - Pillows,AUS Manchester - Mattress Protectors & Accessories']",1,0,0.0,2020.0
"['AUS S&O - Cupboards,AUS Office - Desks']",1,0,0.0,2020.0
"['AUS Kids - Toys,AUS Kids - Toys,AUS S&O - Boxes & Baskets']",1,0,0.0,2020.0
"['AUS Manchester - Blankets & Throws,AUS Home Décor - Wall Accents']",1,0,0.0,2020.0
"['AUS Rugs - Doormats,AUS Lighting - Outdoor Lighting']",2,0,0.0,2020.0
"['AUS Pet - [Dog'
 'Cat & Bird] Toys,AUS Gift & Novelty - Gift Ideas,AUS Pet - [Dog & Cat] Leads & Collars']",1,0,0.0,2020.0
"['AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Manchester - Pillowcases,AUS Manchester - Quilt Covers,AUS Manchester - Pillowcases,AUS Manchester - Quilt Covers']",1,0,0.0,2020.0
"['AUS Manchester - Mattress Toppers' 'Pads'
 'Underlays,AUS Manchester - Mattress Toppers' 'Pads'
 'Underlays,AUS Manchester - Mattress Protectors & Accessories']",1,0,0.0,2020.0
"['AUS Manchester - Blankets & Throws,AUS Manchester - Bath - Bath Towels & Bath Mats']",1,0,0.0,2020.0
"['AUS Electronics - Electronics & Accessories,AUS Electronics - Electronics & Accessories,AUS Furniture - Occasional - Ottomans & Stools']",1,0,0.0,2020.0
"['AUS Bathroomware - Bathroom Accessories,AUS Furniture - Outdoor - Sofas & Lounge Sets']",1,1,100.0,2019.0
"['AUS Furniture - Occasional - Coffee Tables,AUS Furniture - Occasional - Coffee Tables,AUS Furniture - Occasional - Coffee Tables,AUS Furniture - Entertainment - TV Units']",1,0,0.0,2018.0
"['AUS Lighting - Indoor - Lamps,AUS Paint - Paint']",1,0,0.0,2019.0
"['AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions,AUS Manchester - Blankets & Throws,AUS Manchester - Blankets & Throws,AUS Manchester - Home - Cushions']",1,0,0.0,2019.0
"['AUS Office - Office Chairs,AUS Kitchenware - [Cooking] Utensils,AUS Dinnerware - Cutlery Sets,AUS Kitchenware - [Cooking] Utensils']",1,0,0.0,2020.0
"['AUS Lighting - Indoor - Ceiling Fixtures,AUS Furniture - Occasional - Console Tables,AUS Lighting - Indoor - Ceiling Fixtures']",1,0,0.0,2019.0
"['AUS Pet - [Dog] Dog Kennels'
 'Enclosures & Pens,AUS Seasonal - Christmas Decorations']",1,0,0.0,2019.0
"['AUS Home Décor - Mirrors,AUS Lighting - Lamp Shades']",1,0,0.0,2018.0
"['AUS Home Décor - Wall Shelving,AUS Furniture - Bar Stools,AUS Home Décor - Wall Shelving,AUS Furniture - Drinks Trolleys & Serving Carts,AUS Home Décor - Wall Shelving,AUS S&O - Boxes & Baskets,AUS S&O - Boxes & Baskets,AUS S&O - Bookcases & Shelving Units,AUS Furniture - Dining - Dining Tables']",1,0,0.0,2019.0
"['AUS Outdoor Rec - Water Bottles,AUS Outdoor Rec - Water Bottles,AUS Outdoor Rec - Water Bottles']",1,1,100.0,2019.0
"['AUS Outdoor - All Planters,AUS S&O - Shoe Racks & Cabinets,AUS S&O - Bookcases & Shelving Units']",1,0,0.0,2019.0
"['AUS Furniture - Bedroom - Bed Mattresses,AUS Furniture - Bedroom - Beds,AUS Manchester - Pillowcases,AUS Kitchenware - [Cooking] Utensils']",1,0,0.0,2019.0
"['AUS Toys - Toys (ALL TOYS),AUS Toys - Toys (ALL TOYS),AUS Kids - Furniture - Tables & Chairs']",1,1,100.0,2019.0
"['AUS Furniture - Bedroom - Chest of Drawers,AUS S&O - Bookcases & Shelving Units,AUS Office - Desks']",1,0,0.0,2019.0
"['AUS Manchester - Blankets & Throws,AUS Manchester - Mattress Protectors & Accessories']",1,0,0.0,2019.0
"['AUS Outdoor - All Planters,AUS Outdoor - All Planters,AUS Outdoor - All Planters,AUS Outdoor - All Planters,AUS Outdoor - All Planters,AUS S&O - Sheds & Outdoor Storage,AUS S&O - Sheds & Outdoor Storage,AUS Rugs - Rugs,AUS Rugs - Rugs,AUS Home Décor - Wall Art']",1,1,100.0,2019.0
"['AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Occasional - Side/End Tables']",1,0,0.0,2020.0
"['AUS Dinnerware - Teacups & Mugs,AUS Dinnerware - Teacups & Mugs,AUS Dinnerware - Cutlery Sets']",1,0,0.0,2019.0
"['AUS Furniture - Entertainment - TV Units,AUS Furniture - Occasional - Coffee Tables,AUS Dinnerware - Cutlery Sets']",1,0,0.0,2019.0
"['AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Outdoor Rec - Water Bottles']",1,0,0.0,2019.0
"['AUS Kitchenware - [Cooking] Bakeware,AUS Kitchenware - [Cooking] Bakeware,AUS Kitchenware - [Cooking] Bakeware']",3,0,0.0,2020.0
"['AUS Rugs - Rugs,AUS Home Décor - Vases']",3,0,0.0,2019.0
"['AUS Home Décor - Candles & Diffusers,AUS Manchester - Blankets & Throws,AUS Manchester - Blankets & Throws']",1,0,0.0,2020.0
"['AUS Manchester - Quilts,AUS Manchester - Pillowcases']",1,0,0.0,2020.0
"['AUS Office - Office Chairs,AUS Furniture - Outdoor - Tables']",1,0,0.0,2020.0
"['AUS Furniture - Bedroom - Bed Mattresses,AUS Furniture - Bedroom - Bed Mattresses,AUS Furniture - Bedroom - Chest of Drawers']",1,0,0.0,2020.0
"['AUS Home Décor - Wall Accents,AUS Home Décor - Wall Art']",3,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS Kids - S&O - Toy Boxes & Kids Storage Units']",7,2,28.57,2019.0
"['AUS Kitchenware - [Cooking] Sauce & Saute Pans,AUS Kitchenware - [Cooking] Frying Pans,AUS S&O - Kitchen - Food Storage and Organisation,AUS S&O - Kitchen - Food Storage and Organisation,AUS Kitchenware - [Cooking] Utensils,AUS Kitchenware - [Cooking] Utensils,AUS S&O - Kitchen - Food Storage and Organisation,AUS Kitchenware - Knives,AUS Kitchenware - [Cooking] Frying Pans']",1,0,0.0,2020.0
"['AUS S&O - Shoe Racks & Cabinets,AUS Furniture - Bar Stools']",3,0,0.0,2018.0
"['AUS Manchester - Home - Cushions,AUS Home Décor - Vases']",3,1,33.33,2020.0
"['AUS Home Décor - Vases,AUS Home Décor - Candles & Diffusers,AUS Home Décor - Vases,AUS Home Décor - Vases,AUS Home Décor - Artificial Plants & Flowers,AUS Rugs - Doormats,AUS Home Décor - Candles & Diffusers,AUS Dinnerware - Teacups & Mugs']",1,0,0.0,2018.0
"['AUS Kitchenware - [Cooking] Utensils,AUS Kitchenware - [Cooking] Utensils,AUS Dinnerware - Teacups & Mugs']",1,0,0.0,2019.0
"['AUS Manchester - Quilt Covers,AUS Home Décor - Wall Decals'
 'Stickers & Murals,AUS Manchester - Bed Sheets,AUS Manchester - Quilt Covers']",1,0,0.0,2019.0
"['AUS Manchester - Quilt Covers,AUS Manchester - Bed Sheets,AUS Manchester - Bed Sheets,AUS Manchester - Quilts,AUS Manchester - Quilts,AUS Furniture - Armchairs']",1,0,0.0,2019.0
"['AUS Manchester - Home - Dining & Table Linens,AUS Manchester - Quilt Covers']",4,0,0.0,2020.0
"['AUS Kitchenware - [Cooking] Bakeware,AUS Kitchenware - [Cooking] Bakeware,AUS Home Décor - Wall Art,AUS Home Décor - Wall Art']",1,0,0.0,2019.0
"['AUS Home Décor - Candles & Diffusers,AUS Home Décor - Candles & Diffusers,AUS Manchester - Blankets & Throws,AUS Outdoor - All Planters']",1,0,0.0,2019.0
"['AUS Furniture - Armchairs,AUS Lighting - Indoor - Lamps']",5,0,0.0,2020.0
"['AUS Rugs - Doormats,AUS Home Décor - Wall Art,AUS Rugs - Rugs']",1,0,0.0,2019.0
"['AUS Kitchenware - [Table] Coasters & Trivets,AUS Manchester - Quilts']",1,0,0.0,2020.0
"['AUS Home Décor - Statues & Ornaments,AUS Kitchenware - [Appliances] Cooking Appliances & Microwaves']",1,0,0.0,2020.0
"['AUS Manchester - Bedspreads,Coverlets & Comforters,AUS Furniture - Dining - Buffets & Sideboards']",1,0,0.0,2020.0
"['AUS Outdoor - Cushions,AUS Outdoor - Cushions,AUS Outdoor - Cushions,AUS Outdoor - Cushions']",12,0,0.0,2019.0
"['AUS Kitchenware - [Cooking] Utensils,AUS Kitchenware - [Cooking] Utensils,AUS Kitchenware - [Cooking] Utensils,AUS Kitchenware - [Cooking] Utensils']",2,0,0.0,2020.0
"['AUS Furniture - Dining - Dining Chairs,AUS Bathroomware - Bathroom Accessories,AUS Furniture - Dining - Dining Tables']",1,1,100.0,2018.0
"['AUS Home Décor - Artificial Plants & Flowers,AUS Manchester - Blankets & Throws']",2,0,0.0,2020.0
"['AUS Home Décor - Mirrors,AUS Home Décor - Mirrors,AUS Dinnerware - Serving Cutlery']",1,0,0.0,2019.0
"['AUS Lighting - Indoor - Lamps,AUS Furniture - Bedroom - Bed Mattresses']",2,0,0.0,2019.0
"['AUS Furniture - Bedroom - Beds,AUS Furniture - Wine Racks & Cabinets']",1,0,0.0,2018.0
"['AUS Rugs - Rugs,AUS Manchester - Home - Cushions,AUS Rugs - Rugs']",4,1,25.0,2019.0
"['AUS Manchester - Quilts,AUS Manchester - Blankets & Throws,AUS Manchester - Quilt Covers']",2,0,0.0,2019.0
"['AUS Lighting - Party Lights,AUS Lighting - Outdoor Lighting']",2,0,0.0,2019.0
"['AUS Furniture - Dining - Dining Sets,AUS Furniture - Occasional - Ottomans & Stools,AUS Furniture - Sofa Beds,AUS Furniture - Entertainment - TV Units']",1,1,100.0,2019.0
"['AUS Rugs - Rugs,AUS Rugs - Rugs,AUS Manchester - Bed Sheets']",2,0,0.0,2020.0
"['AUS Furniture - Occasional - Console Tables,AUS Furniture - Dining - Dining Chairs,AUS Furniture - Dining - Dining Tables']",1,0,0.0,2019.0
"['AUS Furniture - Occasional - Ottomans & Stools,AUS Furniture - Bedroom - Bed Mattresses,AUS Furniture - Bedroom - Beds']",1,0,0.0,2019.0
"['AUS Furniture - Bedroom - Beds,AUS Kitchenware - [Home] Cleaning Solutions']",1,0,0.0,2019.0
"['AUS Manchester - Home - Curtains,AUS Office - Filing Cabinets']",2,0,0.0,2020.0
"['AUS Rugs - Doormats,AUS Furniture - Coat Racks'
 'Hall Trees & Umbrella Stands,AUS Rugs - Doormats,AUS Rugs - Doormats']",1,0,0.0,2019.0
"['AUS Dinnerware - Drinkware - Jugs'
 'Carafes & Decanters,AUS Kitchenware - [Home] Napkin/Paper Towel Holders,AUS S&O - Kitchen - Food Storage and Organisation']",1,0,0.0,2020.0
"['AUS Rugs - Doormats,AUS Rugs - Rugs,AUS Rugs - Rugs,AUS Rugs - Rugs']",1,0,0.0,2020.0
"['AUS Manchester - Mattress Protectors & Accessories,AUS Manchester - Quilts,AUS Manchester - Bed Sheets,AUS Furniture - Bedroom - Beds']",1,0,0.0,2020.0
"['AUS Home Décor - Clocks,AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions']",3,0,0.0,2020.0
"['AUS Outdoor - All Planters,AUS Outdoor - All Planters,AUS Outdoor - All Planters,AUS Outdoor - All Planters,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers,AUS Furniture - Occasional - Ottomans & Stools']",1,0,0.0,2020.0
"['AUS Furniture - Bedroom - Chest of Drawers,AUS Furniture - Sofa Beds']",1,0,0.0,2020.0
"['AUS S&O - Sheds & Outdoor Storage,AUS Outdoor - Cushions,AUS Outdoor - Cushions']",1,0,0.0,2020.0
"['AUS Home Décor - Artificial Plants & Flowers,AUS Outdoor - Umbrellas & Gazebos']",1,1,100.0,2020.0
"['AUS Furniture - Dining - Dining Tables,AUS Furniture - Dining - Dining Chairs,AUS Furniture - Dining - Dining Chairs,AUS Furniture - Entertainment - TV Units,AUS Furniture - Dining - Dining Chairs,AUS Furniture - Dining - Dining Tables']",1,0,0.0,2018.0
"['AUS Home Décor - Wall Art,AUS Manchester - Quilt Covers,AUS Rugs - Rugs']",1,0,0.0,2019.0
"['AUS Lighting - Indoor - Lamps,AUS Furniture - Occasional - Coffee Tables,AUS Lighting - Indoor - Lamps']",1,0,0.0,2018.0
"['AUS Outdoor - All Planters,AUS Dinnerware - Drinkware - Jugs'
 'Carafes & Decanters,AUS Home Décor - Candles & Diffusers']",1,0,0.0,2019.0
"['AUS Furniture - Seating - Sofas & Lounge Sets,AUS Furniture - Occasional - Ottomans & Stools']",1,0,0.0,2018.0
"['AUS Kitchenware - Cutting Boards,AUS Kitchenware - Cutting Boards,AUS Manchester - Mattress Protectors & Accessories']",1,0,0.0,2019.0
"['AUS Furniture - Bar Tables & Bar Table Sets,AUS Furniture - Sofa Beds']",1,0,0.0,2019.0
"['AUS Furniture - Coat Racks'
 'Hall Trees & Umbrella Stands,AUS Furniture - Bedroom - Beds']",1,0,0.0,2019.0
"['AUS Lighting - Indoor - Lamps,AUS Seasonal - Christmas Trees']",1,1,100.0,2019.0
"['AUS Home Décor - Artificial Plants & Flowers,AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions']",1,0,0.0,2019.0
"['AUS S&O - Bookcases & Shelving Units,AUS Furniture - Drinks Trolleys & Serving Carts']",1,0,0.0,2019.0
"['AUS Furniture - Dining - Buffets & Sideboards,AUS Home Décor - Clocks,AUS Furniture - Outdoor - Chairs']",1,0,0.0,2019.0
"['AUS Manchester - Bed Sheets,AUS Furniture - Bedroom - Beds,AUS Rugs - Rugs,AUS Manchester - Bed Sheets']",1,0,0.0,2020.0
"['AUS Rugs - Rugs,AUS Furniture - Bedroom - Bunk Beds']",1,0,0.0,2019.0
"['AUS Furniture - Coat Racks'
 'Hall Trees & Umbrella Stands,AUS Furniture - Occasional - Ottomans & Stools,AUS Furniture - Coat Racks'
 'Hall Trees & Umbrella Stands']",1,0,0.0,2020.0
"['AUS Furniture - Occasional - Coffee Tables,AUS Rugs - Rugs,AUS Furniture - Occasional - Coffee Tables,AUS Furniture - Bar Stools,AUS Furniture - Bedroom - Beds,AUS Furniture - Armchairs']",1,0,0.0,2019.0
"['AUS Office - Ergonomic Accessories,AUS Bathroomware - Bathroom Fixtures,AUS Office - Desks,AUS Furniture - Bedroom - Chest of Drawers,AUS Furniture - Bedroom - Beds']",1,0,0.0,2019.0
"['AUS Manchester - Home - Curtains,AUS Home Décor - Wall Accents']",1,0,0.0,2019.0
"['AUS Home Décor - Candles & Diffusers,AUS Home Décor - Clocks,AUS Lighting - Party Lights,AUS Home Décor - Statues & Ornaments']",1,0,0.0,2020.0
"['AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Manchester - Pillowcases,AUS Home Décor - Clocks,AUS Dinnerware - Plates & Bowls']",1,0,0.0,2020.0
"['AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Manchester - Bed Sheets,AUS Furniture - Bedroom - Beds']",1,0,0.0,2020.0
"['AUS Pet - [Dog & Cat] Pet Beds & Blankets,AUS Home Décor - Clocks']",1,0,0.0,2020.0
"['AUS Home Décor - Candles & Diffusers,AUS S&O - Shoe Racks & Cabinets,AUS Rugs - Rugs,AUS Lighting - Indoor - Lamps']",1,0,0.0,2020.0
"['AUS Furniture - Occasional - Console Tables,AUS Home Décor - Mirrors']",6,1,16.67,2020.0
"['AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Vases,AUS Manchester - Home - Cushions,AUS Home Décor - Clocks,AUS Manchester - Home - Cushions']",1,0,0.0,2020.0
"['AUS Dinnerware - Teacups & Mugs,AUS Bar & Wine - Barware & Accessories,AUS Dinnerware - Dinnerware Sets,AUS Furniture - Occasional - Ottomans & Stools']",1,0,0.0,2020.0
"['AUS Manchester - Blankets & Throws,AUS Furniture - Occasional - Coffee Tables,AUS Manchester - Home - Cushions']",1,0,0.0,2020.0
"['AUS Furniture - Bedroom - Beds,AUS Furniture - Occasional - Ottomans & Stools,AUS Furniture - Occasional - Side/End Tables']",1,0,0.0,2020.0
"['AUS Office - Desks,AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Bedroom - Bed Mattresses,AUS Furniture - Bedroom - Beds']",1,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS Furniture - Occasional - Coffee Tables,AUS Furniture - Occasional - Console Tables']",2,0,0.0,2020.0
"['AUS Furniture - Bedroom - Beds,AUS Furniture - Bar Stools,AUS Bathroomware - Towel Rails & Racks']",1,0,0.0,2019.0
"['AUS Home Décor - Decorative Bowls,AUS Home Décor - Vases']",1,1,100.0,2019.0
"['AUS Dinnerware - Plates & Bowls,AUS Lighting - Party Lights']",1,0,0.0,2019.0
"['AUS Home Décor - Wall Decals'
 'Stickers & Murals,AUS Furniture - Coat Racks'
 'Hall Trees & Umbrella Stands']",1,0,0.0,2019.0
"['AUS Furniture - Dining - Dining Chairs,AUS Furniture - Dining - Dining Tables,AUS Home Décor - Wall Art,AUS Lighting - Outdoor Lighting,AUS Furniture - Bedroom - Chest of Drawers']",1,0,0.0,2019.0
"['AUS Furniture - Occasional - Console Tables,AUS Furniture - Occasional - Console Tables,AUS Kitchenware - Kitchen & Butler Trays,AUS Home Décor - Wall Art,AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Bedroom - Bedside Tables']",1,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS Rugs - Rugs,AUS Manchester - Quilt Covers']",3,0,0.0,2019.0
"['AUS Home Décor - Clocks,AUS Rugs - Rugs,AUS Rugs - Rugs']",2,0,0.0,2020.0
"['AUS Gifting - Skin & Body Care,AUS Home Décor - Wall Art']",1,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS Rugs - Rugs,AUS Kids - Outdoor Play']",2,0,0.0,2019.0
"['AUS Dinnerware - Drinkware - Jugs'
 'Carafes & Decanters,AUS Home Décor - Wall Art']",1,0,0.0,2020.0
"['AUS Furniture - Armchairs,AUS Home Décor - Candle Holders,AUS Rugs - Rugs']",1,0,0.0,2020.0
"['AUS Lighting - Indoor - Lamps,AUS Outdoor - All Planters,AUS Furniture - Entertainment - TV Units,AUS Office - Desks,AUS Lighting - Indoor - Lamps']",1,1,100.0,2020.0
"['AUS Furniture - Outdoor - Chairs,AUS S&O - Boxes & Baskets,AUS S&O - Boxes & Baskets,AUS S&O - Boxes & Baskets']",1,0,0.0,2020.0
"['AUS Manchester - Quilts,AUS Manchester - Pillows,AUS Furniture - Bedroom - Bed Mattresses']",1,0,0.0,2020.0
"['AUS Dinnerware - Teacups & Mugs,AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers']",2,0,0.0,2020.0
"['AUS Kitchenware - Knives,AUS Rec Room - Puzzles & Board Games,AUS Rec Room - Puzzles & Board Games,AUS Rec Room - Puzzles & Board Games']",1,0,0.0,2019.0
"['AUS Manchester - Home - Cushions,AUS Lighting - Indoor - Lamps,AUS Manchester - Home - Cushions,AUS Outdoor - Cushions']",1,0,0.0,2018.0
"['AUS Rugs - Rugs,AUS Outdoor - Umbrellas & Gazebos']",1,1,100.0,2018.0
"['AUS Rugs - Rugs,AUS Furniture - Kitchen - Kitchen Islands & Chopping Blocks,AUS S&O - Shoe Racks & Cabinets']",1,0,0.0,2019.0
"['AUS Manchester - Bath - Bath Towels & Bath Mats,AUS S&O - Kitchen - Food Storage and Organisation,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Furniture - Bar Stools']",1,0,0.0,2019.0
"['AUS Manchester - Home - Cushions,AUS Furniture - Bar Stools,AUS Rugs - Rugs,AUS Rugs - Rugs']",1,0,0.0,2018.0
