product_category,total_orders,detractors,pct_detractors,avg_year
"['AUS S&O - Rubbish Bins,AUS Outdoor - Swing & Hanging Chairs']",1,0,0.0,2019.0
"['AUS S&O - Shoe Racks & Cabinets,AUS Office - Desks']",4,1,25.0,2019.0
"['AUS Furniture - Dining - Dining Chairs,AUS Furniture - Dining - Dining Chairs,AUS Furniture - Dining - Dining Chairs,AUS Furniture - Bar Stools']",3,0,0.0,2019.0
"['AUS Dinnerware - Cutlery Sets,AUS S&O - Shoe Racks & Cabinets,AUS Furniture - Bedroom - Beds,AUS Furniture - Bedroom - Beds']",1,0,0.0,2019.0
"['AUS Dinnerware - Plates & Bowls,AUS Dinnerware - Plates & Bowls,AUS Dinnerware - Dinnerware Sets']",2,0,0.0,2019.0
"['AUS Manchester - Home - Cushions,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Manchester - Bed Sheets,AUS Manchester - Bed Sheets']",1,0,0.0,2019.0
"['AUS Manchester - Quilt Covers,AUS Manchester - Bed Sheets,AUS S&O - Bookcases & Shelving Units']",1,0,0.0,2019.0
"['AUS Furniture - Occasional - Console Tables,AUS Furniture - Drinks Trolleys & Serving Carts']",1,0,0.0,2019.0
"['AUS Furniture - Occasional - Ottomans & Stools,AUS Furniture - Occasional - Side/End Tables,AUS Furniture - Occasional - Coffee Tables,AUS Rugs - Rugs,AUS Furniture - Bedroom - Bedside Tables,AUS Lighting - Indoor - Lamps']",1,0,0.0,2019.0
"['AUS Lighting - Indoor - Lamps,AUS Furniture - Entertainment - TV Units,AUS Kitchen Fixtures - Kitchen & Laundry Taps,AUS Kitchenware - [Cooking] Utensils,AUS Kitchenware - [Cooking] Utensils,AUS Kitchenware - [Cooking] Utensils,AUS Kitchenware - [Cooking] Utensils']",1,0,0.0,2019.0
"['AUS Gifting - Skin & Body Care,AUS Manchester - Blankets & Throws,AUS Dinnerware - Teacups & Mugs,AUS Home Décor - Clocks']",1,0,0.0,2020.0
"['AUS Manchester - Home - Cushions,AUS Manchester - Blankets & Throws,AUS Manchester - Bed Sheets']",1,0,0.0,2020.0
"['AUS Outdoor - All Planters,AUS Furniture - Occasional - Coffee Tables,AUS S&O - Kitchen - Food Storage and Organisation']",1,0,0.0,2020.0
"['AUS S&O - Boxes & Baskets,AUS S&O - Boxes & Baskets,AUS Manchester - Bed Sheets,AUS Manchester - Bed Sheets,AUS S&O - Wall Hooks & Racks,AUS S&O - Wall Hooks & Racks,AUS S&O - Wall Hooks & Racks,AUS S&O - Wall Hooks & Racks,AUS S&O - Wall Hooks & Racks,AUS Bathroomware - Bathroom Fixtures,AUS Gift & Novelty - Gift Ideas,AUS Outdoor Rec - Water Bottles']",1,0,0.0,2020.0
"['OLD - AUS Other - Other&#65279;,AUS Manchester - Blankets & Throws,AUS Home Décor - Mirrors,AUS Furniture - Occasional - Ottomans & Stools,AUS Manchester - Quilt Covers,AUS Manchester - Bed Sheets,AUS Home Décor - Mirrors,AUS Home Décor - Wall Art,AUS Home Décor - Wall Art,AUS Home Décor - Wall Art,AUS Home Décor - Wall Art']",1,0,0.0,2020.0
"['AUS Dinnerware - Drinkware - Glasses,AUS Furniture - Bedroom - Chest of Drawers']",2,0,0.0,2019.0
"['AUS Manchester - Mattress Protectors & Accessories,AUS Manchester - Mattress Protectors & Accessories,AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers']",1,0,0.0,2020.0
"['AUS Furniture - Occasional - Coffee Tables,AUS Furniture - Bar Stools,AUS Rugs - Rugs,AUS Furniture - Dining - Buffets & Sideboards,AUS Furniture - Dining - Dining Chairs,AUS Furniture - Dining - Dining Tables']",1,0,0.0,2020.0
"['AUS Furniture - Bedroom - Bed Mattresses,AUS Furniture - Bedroom - Beds,AUS Furniture - Bedroom - Bed Mattresses,AUS Furniture - Bedroom - Chest of Drawers,AUS Furniture - Bedroom - Beds']",1,1,100.0,2020.0
"['AUS Home Décor - Wall Art,AUS Home Décor - Wall Art,AUS Rugs - Rugs,AUS Home Décor - Mirrors']",1,0,0.0,2020.0
"['AUS Home Décor - Wall Art,AUS Furniture - Armchairs,AUS S&O - Shoe Racks & Cabinets,AUS Furniture - Entertainment - TV Units,AUS Home Décor - Wall Art']",1,0,0.0,2020.0
"['AUS Furniture - Dining - Dining Tables,AUS Furniture - Occasional - Coffee Tables']",1,0,0.0,2019.0
"['AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Statues & Ornaments,AUS Home Décor - Wall Art,AUS Home Décor - Wall Art']",1,0,0.0,2018.0
"['AUS Manchester - Quilt Covers,AUS Manchester - Bed Sheets,AUS Manchester - Quilts,AUS Manchester - Mattress Protectors & Accessories,AUS Manchester - Quilt Covers']",1,1,100.0,2019.0
"['AUS Gifting - Skin & Body Care,AUS Manchester - Home - Cushions,AUS Home Décor - Candles & Diffusers,AUS Home Décor - Wall Art']",1,0,0.0,2019.0
"['AUS Furniture - Coat Racks'
 'Hall Trees & Umbrella Stands,AUS Manchester - Quilt Covers']",2,0,0.0,2020.0
"['AUS Furniture - Bedroom - Chest of Drawers,AUS Home Décor - Candle Holders']",1,0,0.0,2020.0
"['AUS Dinnerware - Serving Pieces,AUS Kitchenware - [Appliances] Kettles & Toasters']",1,0,0.0,2019.0
"['AUS Furniture - Bedroom - Beds,AUS Manchester - Bedspreads,Coverlets & Comforters']",2,0,0.0,2019.0
"['AUS Furniture - Outdoor - Benches,AUS Outdoor - Swing & Hanging Chairs']",2,0,0.0,2020.0
"['AUS Furniture - Bedroom - Bedside Tables,AUS Home Décor - Mirrors']",2,0,0.0,2019.0
"['AUS Manchester - Pillowcases,AUS Manchester - Blankets & Throws,AUS Manchester - Quilt Covers,AUS Furniture - Bedroom - Beds']",1,0,0.0,2020.0
"['AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers,AUS Manchester - Bed Sheets,AUS Manchester - Bed Sheets,AUS Manchester - Bed Sheets']",1,0,0.0,2020.0
"['AUS Manchester - Home - Kitchen/Cooking Linens,AUS Dinnerware - Teacups & Mugs,AUS Manchester - Quilt Covers']",1,0,0.0,2020.0
"['AUS Furniture - Bedroom - Dressing Tables,AUS Furniture - Bedroom - Beds']",2,1,50.0,2019.0
"['AUS Kitchenware - [Cooking] Bakeware,AUS Dinnerware - Teacups & Mugs,AUS Dinnerware - Teacups & Mugs']",1,0,0.0,2020.0
"['AUS Home Décor - Clocks,AUS Dinnerware - Plates & Bowls']",1,0,0.0,2019.0
"['AUS Dinnerware - Teapots and Coffee Servers,AUS Kitchenware - Cutting Boards,AUS Dinnerware - Cutlery Sets,AUS Dinnerware - Teapots and Coffee Servers']",1,0,0.0,2019.0
"['AUS Furniture - Occasional - Coffee Tables,AUS Furniture - Occasional - Coffee Tables,AUS Furniture - Occasional - Side/End Tables,AUS Furniture - Occasional - Coffee Tables,AUS Furniture - Entertainment - TV Units,AUS Furniture - Occasional - Ottomans & Stools']",1,0,0.0,2018.0
"['AUS Lighting - Lamp Shades,AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions']",1,1,100.0,2019.0
"['AUS Lighting - Party Lights,AUS Outdoor - Umbrellas & Gazebos']",2,0,0.0,2019.0
"['AUS Kids - S&O - Toy Boxes & Kids Storage Units,AUS Kids - Toys,AUS Kids - S&O - Toy Boxes & Kids Storage Units']",1,1,100.0,2020.0
"['AUS Rugs - Rugs,AUS Rugs - Rugs,AUS Manchester - Home - Cushions']",2,0,0.0,2019.0
"['AUS Outdoor - All Planters,AUS Furniture - Bedroom - Bedheads,AUS Rugs - Rugs,AUS Rugs - Rugs']",1,0,0.0,2019.0
"['AUS Fitness - Gym Equipment,AUS Furniture - Bedroom - Bedside Tables']",1,0,0.0,2019.0
"['AUS Lighting - Outdoor Lighting,AUS Lighting - Outdoor Lighting,AUS Manchester - Quilt Covers']",1,0,0.0,2019.0
"['AUS Furniture - Entertainment - TV Units,AUS Furniture - Entertainment - TV Units,AUS Furniture - Occasional - Console Tables']",1,0,0.0,2020.0
"['AUS Furniture - Bedroom - Beds,AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Entertainment - TV Units']",2,0,0.0,2020.0
"['AUS Kids - Furniture - Tables & Chairs,AUS Kids - Toys,AUS Outdoor - Pools & Accessories']",1,0,0.0,2020.0
"['AUS Manchester - Home - Cushions,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Furniture - Occasional - Coffee Tables,AUS Dinnerware - Teacups & Mugs']",1,0,0.0,2020.0
"['AUS Manchester - Quilt Covers,AUS Manchester - Mattress Protectors & Accessories,AUS Manchester - Pillows,AUS Manchester - Quilts']",1,0,0.0,2020.0
"['AUS Manchester - Bed Sheets,AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers']",1,0,0.0,2020.0
"['AUS Home Décor - Candles & Diffusers,AUS Office - Ergonomic Accessories,AUS Rugs - Doormats,AUS Rugs - Rugs']",1,1,100.0,2020.0
"['AUS Outdoor - All Planters,AUS Lighting - Indoor - Ceiling Fixtures']",4,0,0.0,2020.0
"['AUS Office - Office Chairs,AUS Office - Office Chairs,AUS Lighting - Indoor - Lamps']",1,0,0.0,2020.0
"['AUS Furniture - Occasional - Coffee Tables,AUS Kitchenware - [Table] Coasters & Trivets']",1,0,0.0,2020.0
"['AUS Lighting - Indoor - Lamps,AUS Furniture - Armchairs,AUS Office - Desks,AUS Rugs - Rugs']",1,0,0.0,2020.0
"['AUS Dinnerware - Cutlery Sets,AUS Dinnerware - Serving Pieces']",1,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS Furniture - Occasional - Ottomans & Stools,AUS Furniture - Armchairs']",1,1,100.0,2018.0
"['AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Dining - Dining Chairs,AUS Office - Desks,AUS Furniture - Bedroom - Bedside Tables']",1,0,0.0,2018.0
"['AUS Kitchenware - [Cooking] Utensils,AUS Outdoor - All Planters,AUS Kitchenware - Kitchen & Butler Trays']",1,0,0.0,2018.0
"['AUS Home Décor - Room Dividers,AUS Home Décor - Wall Art,AUS Manchester - Home - Cushions,AUS Home Décor - Wall Art,AUS Manchester - Blankets & Throws']",1,0,0.0,2019.0
"['AUS Kitchenware - Kitchen & Butler Trays,AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions']",1,0,0.0,2019.0
"['AUS Dinnerware - Serving Pieces,AUS Manchester - Home - Cushions,AUS Outdoor - Garden - Statues,AUS Dinnerware - Drinkware - Glasses,AUS S&O - Wall Hooks & Racks,AUS Home Décor - Statues & Ornaments,AUS Home Décor - Wall Art']",1,0,0.0,2019.0
"['AUS Home Décor - Wall Art,AUS Fitness - Gym Equipment,AUS Manchester - Home - Cushions']",1,0,0.0,2019.0
"['AUS Furniture - Bar Stools,AUS Furniture - Bar Stools,AUS Lighting - Indoor - Lamps']",1,1,100.0,2019.0
"['AUS Dinnerware - Cutlery Sets,AUS Dinnerware - Serving Pieces,AUS S&O - Shoe Racks & Cabinets']",1,0,0.0,2019.0
"['AUS Furniture - Bedroom - Beds,AUS Manchester - Pillowcases']",2,0,0.0,2020.0
"['AUS S&O - Rubbish Bins,AUS S&O - Rubbish Bins,AUS S&O - Rubbish Bins']",1,1,100.0,2019.0
"['AUS Manchester - Home - Cushions,AUS Outdoor - Firepits & Patio Heaters']",1,0,0.0,2020.0
"['AUS Furniture - Armchairs,AUS Furniture - Bedroom - Chest of Drawers,AUS Furniture - Bedroom - Bedside Tables']",1,0,0.0,2020.0
"['AUS Manchester - Quilt Covers,AUS Manchester - Bed Sheets,AUS Manchester - Bed Sheets,AUS Manchester - Quilt Covers,AUS Manchester - Bed Sheets']",2,0,0.0,2019.0
"['AUS Dinnerware - Drinkware - Jugs'
 'Carafes & Decanters,AUS Dinnerware - Drinkware - Glasses']",2,0,0.0,2020.0
"['AUS Dinnerware - Serving Pieces,AUS S&O - Rubbish Bins,AUS Dinnerware - Drinkware - Jugs'
 'Carafes & Decanters,AUS Manchester - Home - Dining & Table Linens']",1,0,0.0,2020.0
"['AUS Lighting - Indoor - Ceiling Fixtures,AUS Kids - Toys,AUS Home Décor - Mirrors']",1,0,0.0,2020.0
"['AUS Dinnerware - Teacups & Mugs,AUS Dinnerware - Teacups & Mugs,AUS Dinnerware - Teacups & Mugs,AUS Dinnerware - Teacups & Mugs,AUS Dinnerware - Teacups & Mugs,AUS Bar & Wine - Barware & Accessories,AUS Kitchenware - [Home] Cleaning Solutions']",1,0,0.0,2020.0
"['AUS Outdoor - Pools & Accessories,AUS Kids - Toys,AUS Kids - Toys,AUS Kids - Toys']",1,0,0.0,2020.0
"['AUS S&O - Boxes & Baskets,AUS Gift & Novelty - Gift Ideas,AUS Furniture - Occasional - Side/End Tables']",1,1,100.0,2019.0
"['AUS Baby - Bedding,AUS Baby - Bedding,AUS Baby - Bedding,AUS Baby - Bedding']",1,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS Home Décor - Wall Art,AUS Manchester - Pillowcases']",1,0,0.0,2018.0
"['AUS Manchester - Mattress Protectors & Accessories,AUS Manchester - Quilts,AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers']",1,0,0.0,2018.0
"['AUS Home Décor - Wall Art,AUS Home Décor - Clocks,AUS Lighting - Indoor - Lamps']",1,0,0.0,2018.0
"['AUS Manchester - Home - Cushions,AUS Rugs - Rugs,AUS Manchester - Home - Cushions']",3,0,0.0,2019.0
"['AUS Kitchenware - [Cooking] Cookware Sets,AUS Kitchenware - [Cooking] Utensils,AUS Furniture - Bedroom - Chest of Drawers']",1,0,0.0,2019.0
"['AUS Furniture - Entertainment - TV Units,AUS Furniture - Bedroom - Bedside Tables,AUS S&O - Sheds & Outdoor Storage,AUS S&O - Shoe Racks & Cabinets']",1,0,0.0,2018.0
"['AUS Kitchenware - Kitchen & Butler Trays,AUS Dinnerware - Drinkware - Jugs'
 'Carafes & Decanters']",1,0,0.0,2018.0
"['AUS Lighting - Indoor - Lamps,AUS Furniture - Outdoor - Tables']",2,0,0.0,2019.0
"['AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers']",1,0,0.0,2019.0
"['AUS Outdoor - All Planters,AUS Outdoor - All Planters,AUS Furniture - Wine Racks & Cabinets,AUS Outdoor - All Planters']",1,0,0.0,2019.0
"['AUS Manchester - Home - Cushions,AUS Home Décor - Clocks']",3,0,0.0,2019.0
"['AUS Lighting - Indoor - Lamps,AUS Baby - Bedding']",1,0,0.0,2020.0
"['AUS Home Décor - Vases,AUS Manchester - Blankets & Throws,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers,AUS Office - Desks']",1,0,0.0,2020.0
"['AUS Lighting - Indoor - Lamps,AUS Bathroomware - Towel Rails & Racks,AUS Bathroomware - Bathroom Fixtures,AUS Bathroomware - Bathroom Fixtures']",1,0,0.0,2019.0
"['AUS Furniture - Bedroom - Beds,AUS Dinnerware - Serving Pieces']",2,1,50.0,2019.0
"['AUS Furniture - Occasional - Side/End Tables,AUS Furniture - Bar Stools,AUS Home Décor - Wall Art']",1,0,0.0,2019.0
"['AUS Lighting - Indoor - Wall Lighting,AUS Lighting - Indoor - Wall Lighting,AUS Lighting - Indoor - Wall Lighting,AUS Lighting - Indoor - Wall Lighting']",1,0,0.0,2019.0
"['AUS Manchester - Pillows,AUS Manchester - Pillows,AUS Manchester - Pillowcases']",2,0,0.0,2019.0
"['AUS Furniture - Bedroom - Beds,AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Bedroom - Chest of Drawers']",3,0,0.0,2019.0
"['AUS Outdoor - Swing & Hanging Chairs,AUS Bathroomware - Bathroom Accessories']",1,0,0.0,2020.0
"['AUS Manchester - Bed Sheets,AUS Manchester - Quilt Covers,AUS Manchester - Pillows,AUS Manchester - Quilts,AUS Furniture - Bedroom - Bed Mattresses,AUS Furniture - Bedroom - Beds']",1,0,0.0,2020.0
"['AUS Furniture - Outdoor - Chairs,AUS Home Décor - Artificial Plants & Flowers,AUS Dinnerware - Serving Pieces']",1,0,0.0,2020.0
"['AUS S&O - Kitchen - Food Storage and Organisation,AUS Manchester - Home - Dining & Table Linens']",1,0,0.0,2020.0
"['AUS Rugs - Rugs,AUS Manchester - Bedspreads,Coverlets & Comforters']",5,0,0.0,2019.0
"['AUS Manchester - Pillowcases,AUS Manchester - Pillowcases,AUS Home Décor - Clocks,AUS Manchester - Pillowcases,AUS Manchester - Bedspreads,Coverlets & Comforters']",1,0,0.0,2020.0
"['AUS Rugs - Doormats,AUS Home Décor - Wall Shelving']",1,0,0.0,2020.0
"['AUS Manchester - Quilt Covers,AUS Manchester - Pillows,AUS Manchester - Bed Sheets,AUS Manchester - Quilt Covers']",1,0,0.0,2020.0
"['AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Wall Art,AUS Home Décor - Artificial Plants & Flowers,AUS Manchester - Blankets & Throws,AUS Lighting - Indoor - Lamps,AUS Lighting - Indoor - Lamps']",1,0,0.0,2020.0
"['AUS Manchester - Pillows,AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions']",1,0,0.0,2020.0
"['AUS Furniture - Dining - Dining Tables,AUS Furniture - Bar Stools,AUS Furniture - Dining - Dining Tables']",1,0,0.0,2020.0
"['AUS Kids - Outdoor Play,AUS Outdoor - Umbrellas & Gazebos,AUS Furniture - Outdoor - Tables']",1,0,0.0,2020.0
"['AUS Manchester - Bed Sheets,AUS Manchester - Blankets & Throws,AUS Manchester - Pillowcases']",1,0,0.0,2020.0
"['AUS Home Décor - Vases,AUS Furniture - Occasional - Side/End Tables']",5,1,20.0,2019.0
"['AUS Manchester - Home - Curtains,AUS Manchester - Home - Curtains,AUS Manchester - Home - Curtains,AUS Manchester - Home - Curtains,AUS Manchester - Home - Curtains,AUS Manchester - Home - Curtains,AUS Manchester - Home - Curtains']",1,1,100.0,2020.0
"['AUS Rugs - Rugs,AUS Furniture - Bedroom - Bedheads,AUS Furniture - Dining - Dining Tables']",1,0,0.0,2019.0
"['AUS Furniture - Outdoor - Chairs,AUS Furniture - Bedroom - Bed Mattresses,AUS Furniture - Entertainment - TV Units']",1,0,0.0,2019.0
"['AUS Lighting - Indoor - Lamps,AUS Dinnerware - Serving Pieces']",1,0,0.0,2018.0
"['AUS Home Décor - Vases,AUS Home Décor - Vases,AUS Lighting - Indoor - Ceiling Fixtures']",1,0,0.0,2018.0
"['AUS Furniture - Bedroom - Beds,AUS Furniture - Bar Stools,AUS Furniture - Bedroom - Cots']",1,1,100.0,2019.0
"['AUS Furniture - Coat Racks'
 'Hall Trees & Umbrella Stands,AUS Pet - [Dog & Cat] Bowls & Feeders']",1,0,0.0,2019.0
"['AUS Home Décor - Wall Art,AUS Furniture - Seating - Sofas & Lounge Sets']",1,0,0.0,2019.0
"['AUS Office - Desks,AUS Rugs - Rugs,AUS Office - Office Chairs']",1,0,0.0,2020.0
"['AUS Furniture - Occasional - Coffee Tables,AUS Furniture - Occasional - Coffee Tables,AUS Furniture - Entertainment - TV Units']",3,3,100.0,2019.0
"['AUS Dinnerware - Drinkware - Glasses,AUS Dinnerware - Drinkware - Glasses,AUS Dinnerware - Drinkware - Glasses,AUS Dinnerware - Drinkware - Glasses,AUS Dinnerware - Serving Pieces,AUS Dinnerware - Serving Pieces,AUS Dinnerware - Serving Pieces,AUS Dinnerware - Teacups & Mugs,AUS Dinnerware - Teacups & Mugs,AUS Dinnerware - Teacups & Mugs,AUS Dinnerware - Teacups & Mugs']",1,0,0.0,2020.0
"['AUS Kitchenware - [Cooking] Cookware Sets,AUS S&O - Kitchen - Food Storage and Organisation,AUS Kitchenware - [Cooking] Utensils']",1,0,0.0,2020.0
"['AUS Kitchen Fixtures - Kitchen & Laundry Taps,AUS Manchester - Bed Sheets']",1,0,0.0,2019.0
"['AUS Furniture - Armchairs,AUS Home Décor - Photo & Picture Frames']",1,0,0.0,2019.0
"['AUS Furniture - Bedroom - Bed Mattresses,AUS Home Décor - Artificial Plants & Flowers,AUS Furniture - Bedroom - Beds']",1,0,0.0,2019.0
"['AUS Manchester - Blankets & Throws,AUS Home Décor - Clocks']",3,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS S&O - Wall Hooks & Racks']",4,2,50.0,2019.0
"['AUS S&O - Kitchen - Food Storage and Organisation,AUS S&O - Bookcases & Shelving Units']",2,0,0.0,2020.0
"['AUS Furniture - Outdoor - Benches,AUS Outdoor - All Planters']",1,1,100.0,2020.0
"['AUS Kitchenware - [Appliances] Cooking Appliances & Microwaves,AUS Kitchenware - [Cooking] Utensils,AUS Dinnerware - Serving Pieces,AUS Kitchenware - Knives']",1,0,0.0,2020.0
"['AUS Manchester - Home - Cushions,AUS Outdoor - Cushions,AUS Rugs - Rugs']",1,0,0.0,2020.0
"['AUS Home Décor - Wall Accents,AUS Furniture - Occasional - Console Tables,AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Dining - Dining Chairs,AUS Furniture - Dining - Dining Tables']",1,0,0.0,2020.0
"['AUS S&O - Boxes & Baskets,AUS Kitchenware - Kitchen & Butler Trays']",1,0,0.0,2020.0
"['AUS Home Décor - Wall Art,AUS S&O - Bookcases & Shelving Units']",5,0,0.0,2020.0
"['AUS Manchester - Quilts,AUS Manchester - Bed Sheets,AUS Outdoor - Hammocks & Hammock Acc']",1,0,0.0,2020.0
"['AUS Outdoor - Hammocks & Hammock Acc,AUS Lighting - Lamp Shades,AUS Lighting - Indoor - Ceiling Fixtures']",1,0,0.0,2020.0
"['AUS Furniture - Occasional - Ottomans & Stools,AUS Furniture - Seating - Sofas & Lounge Sets']",2,0,0.0,2020.0
"['AUS Manchester - Pillows,AUS Manchester - Mattress Protectors & Accessories,AUS Furniture - Bedroom - Bed Mattresses']",2,0,0.0,2020.0
"['AUS Dinnerware - Drinkware - Glasses,AUS Dinnerware - Drinkware - Glasses,AUS Dinnerware - Drinkware - Jugs'
 'Carafes & Decanters']",1,0,0.0,2020.0
"['AUS Lighting - Bathroom Exhaust Fans & Heaters,AUS Lighting - Bathroom Exhaust Fans & Heaters']",1,0,0.0,2020.0
"['AUS Dinnerware - Plates & Bowls,AUS Home Décor - Candles & Diffusers,AUS Dinnerware - Drinkware - Glasses,AUS Lighting - Outdoor Lighting']",1,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS S&O - Kitchen - Food Storage and Organisation,AUS Rugs - Rugs']",1,1,100.0,2019.0
"['AUS Dinnerware - Plates & Bowls,AUS Home Décor - Wall Art,AUS Home Décor - Artificial Plants & Flowers,AUS Dinnerware - Dinnerware Sets']",1,0,0.0,2019.0
"['AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions,AUS Home Décor - Vases']",3,0,0.0,2019.0
"['AUS Kitchenware - [Cooking] Frying Pans,AUS Kitchenware - [Cooking] Cookware Sets,AUS Kitchenware - [Cooking] Frying Pans']",1,0,0.0,2019.0
"['AUS Furniture - Bedroom - Beds,AUS Furniture - Dining - Dining Tables,AUS Lighting - Indoor - Lamps,AUS Furniture - Dining - Dining Chairs,AUS Furniture - Dining - Dining Chairs']",1,0,0.0,2019.0
"['AUS Dinnerware - Teacups & Mugs,AUS Dinnerware - Cutlery Sets,AUS Dinnerware - Dinnerware Sets']",1,0,0.0,2020.0
"['AUS Bathroomware - Bathroom Accessories,AUS Manchester - Home - Dining & Table Linens']",1,0,0.0,2020.0
"['AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions,AUS Furniture - Occasional - Side/End Tables,AUS Lighting - Indoor - Lamps']",1,0,0.0,2020.0
"['AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Bedroom - Beds']",1,0,0.0,2020.0
"['AUS Manchester - Home - Kitchen/Cooking Linens,AUS Manchester - Home - Kitchen/Cooking Linens,AUS Manchester - Home - Kitchen/Cooking Linens,AUS Manchester - Home - Kitchen/Cooking Linens,AUS Manchester - Home - Kitchen/Cooking Linens,AUS Manchester - Home - Kitchen/Cooking Linens,AUS Manchester - Home - Kitchen/Cooking Linens,AUS Outdoor Rec - Water Bottles,AUS Dinnerware - Teacups & Mugs,AUS Dinnerware - Teacups & Mugs,AUS Manchester - Home - Kitchen/Cooking Linens,AUS Manchester - Home - Kitchen/Cooking Linens,AUS Manchester - Home - Kitchen/Cooking Linens,AUS Manchester - Home - Kitchen/Cooking Linens,AUS Manchester - Home - Kitchen/Cooking Linens,AUS Kitchenware - Cutting Boards']",1,0,0.0,2020.0
"['AUS Outdoor - Cushions,AUS Lighting - Party Lights']",1,0,0.0,2020.0
"['AUS Seasonal - Christmas Lights,AUS Seasonal - Christmas Lights,AUS Seasonal - Christmas Trees']",1,0,0.0,2020.0
"['AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Bedroom - Chest of Drawers,AUS Lighting - Indoor - Lamps']",1,0,0.0,2019.0
"['AUS Manchester - Blankets & Throws,AUS Outdoor Rec - Water Bottles']",1,1,100.0,2018.0
"['AUS Home Décor - Wall Accents,AUS Home Décor - Statues & Ornaments,AUS Home Décor - Decorative Bowls,AUS Home Décor - Vases']",1,0,0.0,2019.0
"['AUS Furniture - Wine Racks & Cabinets,AUS Home Décor - Clocks']",1,0,0.0,2020.0
"['AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Bedroom - Bedheads,AUS Furniture - Bedroom - Bedheads']",2,1,50.0,2020.0
"['AUS Rugs - Rugs,AUS Pet - [Dog & Cat] Bowls & Feeders']",1,0,0.0,2018.0
"['AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Bedroom - Bedside Tables,AUS Lighting - Indoor - Ceiling Fixtures,AUS Furniture - Bedroom - Bed Mattresses,AUS Manchester - Quilt Covers,AUS Lighting - Indoor - Ceiling Fixtures,AUS Lighting - Indoor - Ceiling Fixtures,AUS Furniture - Bedroom - Beds,AUS Manchester - Mattress Toppers'
 'Pads' 'Underlays,AUS Furniture - Bar Stools']",1,1,100.0,2018.0
"['AUS Manchester - Home - Cushions,AUS Dinnerware - Cutlery Sets']",1,0,0.0,2019.0
"['AUS S&O - Boxes & Baskets,AUS S&O - Kitchen - Food Storage and Organisation']",2,0,0.0,2020.0
"['AUS Rugs - Doormats,AUS Kids - Outdoor Play']",1,0,0.0,2019.0
"['AUS Manchester - Bed Sheets,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS S&O - Laundry Baskets & Organisation']",1,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS Rugs - Rugs,AUS Rugs - Rugs,AUS Lighting - Indoor - Lamps,AUS Office - Desks,AUS Rugs - Rugs']",1,0,0.0,2019.0
"['AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers,AUS Manchester - Blankets & Throws']",1,0,0.0,2020.0
"['AUS Furniture - Furniture Covers,AUS Furniture - Occasional - Coffee Tables']",1,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS Manchester - Home - Cushions,AUS Manchester - Quilt Covers']",1,0,0.0,2019.0
"['AUS Furniture - Seating - Sofas & Lounge Sets,AUS Furniture - Seating - Sofas & Lounge Sets,AUS Furniture - Entertainment - TV Units,AUS Furniture - Occasional - Coffee Tables']",1,1,100.0,2019.0
"['AUS Furniture - Bar Stools,AUS Furniture - Bar Stools,AUS Rugs - Rugs']",1,0,0.0,2019.0
